Season,Set,Difficulty,Head Editor,Literature,History,Science,Arts,Beliefs,Thought,Other
2018-19,<a href = '/sets/18-19-di-ict'>DI ICT</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2017-18,<a href = '/sets/17-18-acf-fall'>ACF Fall</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/jonathan-magin'>Jonathan Magin</a>,"<a href = '../players/evan-lynch'>Evan Lynch</a> <i style = 'font-size:80%'>British</i><br><a href = '../players/ryan-rosenberg'>Ryan Rosenberg</a> <i style = 'font-size:80%'>American, European, World</i>",<a href = '../players/bruce-lou'>Bruce Lou</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/ashwin-ramaswami'>Ashwin Ramaswami</a> <i style = 'font-size:80%'>Biology, Physics, Other</i><br><a href = '../players/evan-lynch'>Evan Lynch</a> <i style = 'font-size:80%'>Chemistry</i>","<a href = '../players/evan-lynch'>Evan Lynch</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/jennie-yang'>Jennie Yang</a> <i style = 'font-size:80%'>Auditory, Other</i>",<a href = '../players/ashwin-ramaswami'>Ashwin Ramaswami</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/jennie-yang'>Jennie Yang</a> <i style = 'font-size:80%'>Mythology</i>,<a href = '../players/ashwin-ramaswami'>Ashwin Ramaswami</a> <i style = 'font-size:80%'>Philosophy</i><br><a href = '../players/ryan-rosenberg'>Ryan Rosenberg</a> <i style = 'font-size:80%'>Social Science</i>,"<a href = '../players/bruce-lou'>Bruce Lou</a> <i style = 'font-size:80%'>Geography</i><br><a href = '../players/ryan-rosenberg'>Ryan Rosenberg</a> <i style = 'font-size:80%'>Current Events, Pop Culture</i>"
2017-18,<a href = '/sets/17-18-ccct'>CCCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2017-18,<a href = '/sets/17-18-delta-burke'>Delta Burke</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/chris-borglum'>Chris Borglum</a>,,,,,,,
2017-18,<a href = '/sets/17-18-dii-sct'>DII SCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2017-18,<a href = '/sets/17-18-fst'>FST</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/taylor-harvey'>Taylor Harvey</a>,<a href = '../players/alex-shaw'>Alex Shaw</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/peter-torres'>Peter Torres</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/jonathen-settle'>Jonathen Settle</a> <i style = 'font-size:80%'>Science</i>,<a href = '../players/taylor-harvey'>Taylor Harvey</a> <i style = 'font-size:80%'>Arts</i>,<a href = '../players/taylor-harvey'>Taylor Harvey</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/alex-shaw'>Alex Shaw</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/taylor-harvey'>Taylor Harvey</a> <i style = 'font-size:80%'>Other</i>
2017-18,<a href = '/sets/17-18-eft'>EFT</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,<a href = '../players/will-alston'>Will Alston</a>,<a href = '../players/richard-yu'>Richard Yu</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/james-lasker'>James Lasker</a> <i style = 'font-size:80%'>Chemistry, Physics, Other</i><br><a href = '../players/richard-yu'>Richard Yu</a> <i style = 'font-size:80%'>Biology</i>",<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Arts</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Other</i>
2017-18,<a href = '/sets/17-18-smt'>SMT</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/anderson-wang'>Anderson Wang</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/ewan-macaulay'>Ewan MacAulay</a> <i style = 'font-size:80%'>Science</i>,"<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/kai-smith'>Kai Smith</a> <i style = 'font-size:80%'>Auditory</i>",<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Other</i>
2017-18,<a href = '/sets/17-18-acf-regionals'>ACF Regionals</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/auroni-gupta'>Auroni Gupta</a>,,"<a href = '../players/kenji-shimizu'>Kenji Shimizu</a> <i style = 'font-size:80%'>European</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>American, World, Ancient</i>","<a href = '../players/auroni-gupta'>Auroni Gupta</a> <i style = 'font-size:80%'>Biology, Chemistry</i><br><a href = '../players/stephen-eltinge'>Stephen Eltinge</a> <i style = 'font-size:80%'>Physics, Other</i>","<a href = '../players/kenji-shimizu'>Kenji Shimizu</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Auditory, Other</i>",<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/will-holub-moorman'>Will Holub-Moorman</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/kenji-shimizu'>Kenji Shimizu</a> <i style = 'font-size:80%'>Other</i>
2017-18,<a href = '/sets/17-18-di-sct'>DI SCT</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2017-18,<a href = '/sets/17-18-dii-ict'>DII ICT</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2017-18,<a href = '/sets/17-18-penn-bowl'>Penn Bowl</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/eric-mukherjee'>Eric Mukherjee</a>,,,,,,,
2017-18,<a href = '/sets/17-18-wao-ii'>WAO II</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,Communal,<a href = '../players/derek-so'>Derek So</a> <i style = 'font-size:80%'>Literature</i><br><a href = '../players/jacob-orourke'>Jacob O'Rourke</a> <i style = 'font-size:80%'>American</i>,<a href = '../players/jacob-orourke'>Jacob O'Rourke</a> <i style = 'font-size:80%'>American</i><br><a href = '../players/jakob-myers'>Jakob Myers</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/joe-su'>Joe Su</a> <i style = 'font-size:80%'>Science</i>,"<a href = '../players/derek-so'>Derek So</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/joe-su'>Joe Su</a> <i style = 'font-size:80%'>Auditory, Other</i>",,<a href = '../players/harris-bunker'>Harris Bunker</a> <i style = 'font-size:80%'>Thought</i>,"<a href = '../players/harris-bunker'>Harris Bunker</a> <i style = 'font-size:80%'>Current Events, Pop Culture</i><br><a href = '../players/jakob-myers'>Jakob Myers</a> <i style = 'font-size:80%'>Geography</i>"
2017-18,<a href = '/sets/17-18-acf-nationals'>ACF Nationals</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/andrew-hart'>Andrew Hart</a>,,<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>History</i><br><a href = '../players/ryan-westbrook'>Ryan Westbrook</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/aaron-rosenberg'>Aaron Rosenberg</a> <i style = 'font-size:80%'>Physics, Other</i><br><a href = '../players/andrew-wang-2'>Andrew Wang</a> <i style = 'font-size:80%'>Biology, Chemistry</i>","<a href = '../players/aaron-rosenberg'>Aaron Rosenberg</a> <i style = 'font-size:80%'>Auditory, Other</i><br><a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/stephen-liu'>Stephen Liu</a> <i style = 'font-size:80%'>Other</i>",<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/stephen-liu'>Stephen Liu</a> <i style = 'font-size:80%'>Mythology</i>,<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>Social Science</i><br><a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Philosophy</i>,<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>Other</i>
2017-18,<a href = '/sets/17-18-chicago-open'>Chicago Open</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/auroni-gupta'>Auroni Gupta</a>,<a href = '../players/auroni-gupta'>Auroni Gupta</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/auroni-gupta'>Auroni Gupta</a> <i style = 'font-size:80%'>Biology, Chemistry</i><br><a href = '../players/jacob-reed'>Jacob Reed</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/seth-teitler'>Seth Teitler</a> <i style = 'font-size:80%'>Physics, Other</i>",<a href = '../players/jacob-reed'>Jacob Reed</a> <i style = 'font-size:80%'>Arts</i>,,<a href = '../players/joey-goldman'>Joey Goldman</a> <i style = 'font-size:80%'>Philosophy</i><br><a href = '../players/will-holub-moorman'>Will Holub-Moorman</a> <i style = 'font-size:80%'>Social Science</i>,<a href = '../players/will-holub-moorman'>Will Holub-Moorman</a> <i style = 'font-size:80%'>Other</i>
2017-18,<a href = '/sets/17-18-di-ict'>DI ICT</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2016-17,<a href = '/sets/16-17-acf-fall'>ACF Fall</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/nathan-weiser'>Nathan Weiser</a>,<a href = '../players/itamar-naveh-benjamin'>Itamar Naveh-Benjamin</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/bruce-lou'>Bruce Lou</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/rohith-nagari'>Rohith Nagari</a> <i style = 'font-size:80%'>Science</i>,<a href = '../players/kai-smith'>Kai Smith</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Auditory</i>,<a href = '../players/jonchee-kao'>Jonchee Kao</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/jonchee-kao'>Jonchee Kao</a> <i style = 'font-size:80%'>Philosophy</i>,<a href = '../players/jonchee-kao'>Jonchee Kao</a> <i style = 'font-size:80%'>Geography</i><br><a href = '../players/rohith-nagari'>Rohith Nagari</a> <i style = 'font-size:80%'>Pop Culture</i>
2016-17,<a href = '/sets/16-17-ccct'>CCCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2016-17,<a href = '/sets/16-17-delta-burke'>Delta Burke</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/chris-borglum'>Chris Borglum</a>,,,,,,,
2016-17,<a href = '/sets/16-17-dii-sct'>DII SCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2016-17,<a href = '/sets/16-17-sun'>SUN</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/chris-borglum'>Chris Borglum</a>,,,,,,,
2016-17,<a href = '/sets/16-17-eft'>EFT</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,<a href = '../players/will-alston'>Will Alston</a>,<a href = '../players/richard-yu'>Richard Yu</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/andrew-wang-2'>Andrew Wang</a> <i style = 'font-size:80%'>Biology, Chemistry, Physics</i><br><a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Other</i>",<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Arts</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Other</i>
2016-17,<a href = '/sets/16-17-emt'>EMT</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,Communal,<a href = '../players/charles-hang'>Charles Hang</a> <i style = 'font-size:80%'>Literature</i><br><a href = '../players/gabe-guedes'>Gabe Guedes</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/jacob-orourke'>Jacob O'Rourke</a> <i style = 'font-size:80%'>History</i><br><a href = '../players/vasa-clarke'>Vasa Clarke</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/ryan-humphrey'>Ryan Humphrey</a> <i style = 'font-size:80%'>Science</i>,<a href = '../players/alex-damisch'>Alex Damisch</a> <i style = 'font-size:80%'>Arts</i>,<a href = '../players/alex-damisch'>Alex Damisch</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/vasa-clarke'>Vasa Clarke</a> <i style = 'font-size:80%'>Mythology</i>,<a href = '../players/vasa-clarke'>Vasa Clarke</a> <i style = 'font-size:80%'>Philosophy</i>,<a href = '../players/vasa-clarke'>Vasa Clarke</a> <i style = 'font-size:80%'>Geography</i>
2016-17,<a href = '/sets/16-17-acf-regionals'>ACF Regionals</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/andrew-hart'>Andrew Hart</a>,"<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>European, World</i><br><a href = '../players/stephen-liu'>Stephen Liu</a> <i style = 'font-size:80%'>American, British</i>","<a href = '../players/nathan-weiser'>Nathan Weiser</a> <i style = 'font-size:80%'>American, World</i>","<a href = '../players/adam-silverman'>Adam Silverman</a> <i style = 'font-size:80%'>Biology, Chemistry</i><br><a href = '../players/cody-voight'>Cody Voight</a> <i style = 'font-size:80%'>Physics, Other</i>",<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/benji-nguyen'>Benji Nguyen</a> <i style = 'font-size:80%'>Auditory</i><br><a href = '../players/nathan-weiser'>Nathan Weiser</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/stephen-liu'>Stephen Liu</a> <i style = 'font-size:80%'>Other</i>,<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/stephen-liu'>Stephen Liu</a> <i style = 'font-size:80%'>Mythology</i>,<a href = '../players/benji-nguyen'>Benji Nguyen</a> <i style = 'font-size:80%'>Thought</i>,"<a href = '../players/andrew-hart'>Andrew Hart</a> <i style = 'font-size:80%'>Pop Culture, Other Academic</i><br><a href = '../players/nathan-weiser'>Nathan Weiser</a> <i style = 'font-size:80%'>Geography, Current Events</i>"
2016-17,<a href = '/sets/16-17-di-sct'>DI SCT</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2016-17,<a href = '/sets/16-17-dii-ict'>DII ICT</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2016-17,<a href = '/sets/16-17-penn-bowl'>Penn Bowl</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/eric-mukherjee'>Eric Mukherjee</a>,,<a href = '../players/chris-chiego'>Chris Chiego</a> <i style = 'font-size:80%'>History</i><br><a href = '../players/patrick-liao'>Patrick Liao</a> <i style = 'font-size:80%'>History</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/eric-mukherjee'>Eric Mukherjee</a> <i style = 'font-size:80%'>Biology, Chemistry, Physics</i><br><a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Other</i>",<a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Auditory</i>,<a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Mythology</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Religion</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Social Science</i>,"<a href = '../players/chris-chiego'>Chris Chiego</a> <i style = 'font-size:80%'>Geography, Current Events</i>"
2016-17,<a href = '/sets/16-17-terrapin'>Terrapin</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/billy-busse'>Billy Busse</a> <i style = 'font-size:80%'>Science</i>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Arts</i>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/jordan-brownstein'>Jordan Brownstein</a> <i style = 'font-size:80%'>Other</i>
2016-17,<a href = '/sets/16-17-wao'>WAO</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/will-alston'>Will Alston</a>,"<a href = '../players/jason-cheng'>Jason Cheng</a> <i style = 'font-size:80%'>American, European</i><br><a href = '../players/joey-goldman'>Joey Goldman</a> <i style = 'font-size:80%'>British</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>World</i>",<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/james-lasker'>James Lasker</a> <i style = 'font-size:80%'>Chemistry, Physics, Other</i><br><a href = '../players/jason-cheng'>Jason Cheng</a> <i style = 'font-size:80%'>Biology</i>","<a href = '../players/joey-goldman'>Joey Goldman</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Auditory, Other</i>",<a href = '../players/naveed-chowdhury'>Naveed Chowdhury</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Mythology</i>,<a href = '../players/joey-goldman'>Joey Goldman</a> <i style = 'font-size:80%'>Philosophy</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Social Science</i>,<a href = '../players/naveed-chowdhury'>Naveed Chowdhury</a> <i style = 'font-size:80%'>Other</i>
2016-17,<a href = '/sets/16-17-acf-nationals'>ACF Nationals</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/matt-bollinger'>Matt Bollinger</a>,<a href = '../players/tommy-casalaspi'>Tommy Casalaspi</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/matt-bollinger'>Matt Bollinger</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/austin-brownlow'>Austin Brownlow</a> <i style = 'font-size:80%'>Physics, Other</i><br><a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/rohith-nagari'>Rohith Nagari</a> <i style = 'font-size:80%'>Biology, Chemistry</i>","<a href = '../players/evan-adams'>Evan Adams</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/matt-bollinger'>Matt Bollinger</a> <i style = 'font-size:80%'>Visual</i><br><a href = '../players/tommy-casalaspi'>Tommy Casalaspi</a> <i style = 'font-size:80%'>Auditory, Other</i>",<a href = '../players/austin-brownlow'>Austin Brownlow</a> <i style = 'font-size:80%'>Mythology</i><br><a href = '../players/evan-adams'>Evan Adams</a> <i style = 'font-size:80%'>Religion</i>,"<a href = '../players/matt-bollinger'>Matt Bollinger</a> <i style = 'font-size:80%'>Social Science, Philosophy</i>",<a href = '../players/evan-adams'>Evan Adams</a> <i style = 'font-size:80%'>Other</i>
2016-17,<a href = '/sets/16-17-chicago-open'>Chicago Open</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/ike-jose'>Ike Jose</a>,<a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/ryan-westbrook'>Ryan Westbrook</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/billy-busse'>Billy Busse</a> <i style = 'font-size:80%'>Science</i>,"<a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/jason-thompson'>Jason Thompson</a> <i style = 'font-size:80%'>Auditory</i>",<a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Beliefs</i>,<a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Thought</i>,<a href = '../players/ike-jose'>Ike Jose</a> <i style = 'font-size:80%'>Other</i>
2016-17,<a href = '/sets/16-17-di-ict'>DI ICT</a>,<div class = 'diffdots nationals-diff'>&#x25CF;&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
2015-16,<a href = '/sets/15-16-acf-fall'>ACF Fall</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/gaurav-kandlikar'>Gaurav Kandlikar</a><br><a href = '../players/richard-yu'>Richard Yu</a>,"<a href = '../players/nathan-weiser'>Nathan Weiser</a> <i style = 'font-size:80%'>American</i><br><a href = '../players/richard-yu'>Richard Yu</a> <i style = 'font-size:80%'>British, European</i><br><a href = '../players/ryan-rosenberg'>Ryan Rosenberg</a> <i style = 'font-size:80%'>World</i>","<a href = '../players/dylan-minarik'>Dylan Minarik</a> <i style = 'font-size:80%'>European</i><br><a href = '../players/nathan-weiser'>Nathan Weiser</a> <i style = 'font-size:80%'>American, World, Other</i>","<a href = '../players/andrew-wang-2'>Andrew Wang</a> <i style = 'font-size:80%'>Biology, Chemistry, Physics</i><br><a href = '../players/dylan-minarik'>Dylan Minarik</a> <i style = 'font-size:80%'>Other</i>","<a href = '../players/eddie-kim'>Eddie Kim</a> <i style = 'font-size:80%'>Auditory, Other</i><br><a href = '../players/richard-yu'>Richard Yu</a> <i style = 'font-size:80%'>Visual, Other</i>",<a href = '../players/dylan-minarik'>Dylan Minarik</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/eddie-kim'>Eddie Kim</a> <i style = 'font-size:80%'>Mythology</i>,<a href = '../players/richard-yu'>Richard Yu</a> <i style = 'font-size:80%'>Philosophy</i><br><a href = '../players/ryan-rosenberg'>Ryan Rosenberg</a> <i style = 'font-size:80%'>Social Science</i>,"<a href = '../players/nathan-weiser'>Nathan Weiser</a> <i style = 'font-size:80%'>Pop Culture, Current Events, Other</i><br><a href = '../players/ryan-rosenberg'>Ryan Rosenberg</a> <i style = 'font-size:80%'>Geography</i>"
2015-16,<a href = '/sets/15-16-ccct'>CCCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2015-16,<a href = '/sets/15-16-delta-burke'>Delta Burke</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,<a href = '../players/chris-borglum'>Chris Borglum</a>,,,,,,,
2015-16,<a href = '/sets/15-16-dii-sct'>DII SCT</a>,<div class = 'diffdots easy-diff'>&#x25CF;</div>,NAQT,,,,,,,
2015-16,<a href = '/sets/15-16-missouri-open'>Missouri Open</a>,<div class = 'diffdots medium-diff'>&#x25CF;&#x25CF;</div>,<a href = '../players/itamar-naveh-benjamin'>Itamar Naveh-Benjamin</a><br><a href = '../players/will-alston'>Will Alston</a>,<a href = '../players/itamar-naveh-benjamin'>Itamar Naveh-Benjamin</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>History</i>,"<a href = '../players/rohith-nagari'>Rohith Nagari</a> <i style = 'font-size:80%'>Physics, Chemistry</i><br><a href = '../players/shan-kothari'>Shan Kothari</a> <i style = 'font-size:80%'>Biology, Other</i>","<a href = '../players/itamar-naveh-benjamin'>Itamar Naveh-Benjamin</a> <i style = 'font-size:80%'>Visual, Other</i><br><a href = '../players/shan-kothari'>Shan Kothari</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Auditory</i>",<a href = '../players/itamar-naveh-benjamin'>Itamar Naveh-Benjamin</a> <i style = 'font-size:80%'>Mythology</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Religion</i>,<a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Social Science</i>,"<a href = '../players/itamar-naveh-benjamin'>Itamar Naveh-Benjamin</a> <i style = 'font-size:80%'>Pop Culture</i><br><a href = '../players/will-alston'>Will Alston</a> <i style = 'font-size:80%'>Geography, Current Events, Other Academic</i>"
2015-16,<a href = '/sets/15-16-acf-regionals'>ACF Regionals</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,<a href = '../players/john-lawrence'>John Lawrence</a>,<a href = '../players/john-lawrence'>John Lawrence</a> <i style = 'font-size:80%'>Literature</i>,<a href = '../players/chris-ray'>Chris Ray</a> <i style = 'font-size:80%'>History</i>,<a href = '../players/max-schindler'>Max Schindler</a> <i style = 'font-size:80%'>Science</i>,"<a href = '../players/chris-ray'>Chris Ray</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/john-lawrence'>John Lawrence</a> <i style = 'font-size:80%'>Visual, Auditory, Other</i>",<a href = '../players/chris-ray'>Chris Ray</a> <i style = 'font-size:80%'>Religion</i><br><a href = '../players/itamar-naveh-benjamin'>Itamar Naveh-Benjamin</a> <i style = 'font-size:80%'>Mythology</i><br><a href = '../players/max-schindler'>Max Schindler</a> <i style = 'font-size:80%'>Religion</i>,<a href = '../players/chris-ray'>Chris Ray</a> <i style = 'font-size:80%'>Social Science</i><br><a href = '../players/john-lawrence'>John Lawrence</a> <i style = 'font-size:80%'>Philosophy</i><br><a href = '../players/max-schindler'>Max Schindler</a> <i style = 'font-size:80%'>Social Science</i>,<a href = '../players/chris-ray'>Chris Ray</a> <i style = 'font-size:80%'>Other</i><br><a href = '../players/max-schindler'>Max Schindler</a> <i style = 'font-size:80%'>Other</i>
2015-16,<a href = '/sets/15-16-di-sct'>DI SCT</a>,<div class = 'diffdots regionals-diff'>&#x25CF;&#x25CF;&#x25CF;</div>,NAQT,,,,,,,
